Analysis,r_value,mZp_GeV,xsecXBR_pb
ATLAS-EXOT-2018-48,1.0,3570.35175879397,-2.3855431717046134
ATLAS-EXOT-2018-48,1.0,3557.7889447236184,-2.3847065181062463
ATLAS-EXOT-2018-48,1.0,3545.4583967579197,-2.364257192981337
ATLAS-EXOT-2018-48,1.0,3545.2261306532664,-2.364060997400585
ATLAS-EXOT-2018-48,1.0,3532.6633165829144,-2.362747436142038
ATLAS-EXOT-2018-48,1.0,3520.4954093265337,-2.342828213514828
ATLAS-EXOT-2018-48,1.0,3520.100502512563,-2.342558897648693
ATLAS-EXOT-2018-48,1.0,3507.537688442211,-2.3392129950825837
ATLAS-EXOT-2018-48,1.0,3495.955442238369,-2.3213992340483194
ATLAS-EXOT-2018-48,1.0,3494.974874371859,-2.321056812823826
ATLAS-EXOT-2018-48,1.0,3482.4120603015076,-2.30380957577359
ATLAS-EXOT-2018-48,1.0,3477.618316164661,-2.299970254581811
ATLAS-EXOT-2018-48,1.0,3469.849246231156,-2.2996153573136358
ATLAS-EXOT-2018-48,1.0,3457.2864321608035,-2.2840612873395254
ATLAS-EXOT-2018-48,1.0,3450.6751034327017,-2.278541275115302
ATLAS-EXOT-2018-48,1.0,3444.7236180904524,-2.278067040690723
ATLAS-EXOT-2018-48,1.0,3432.160804020101,-2.264171252547638
ATLAS-EXOT-2018-48,1.0,3423.7061016173384,-2.2571122956487932
ATLAS-EXOT-2018-48,1.0,3419.597989949749,-2.2560173957907694
ATLAS-EXOT-2018-48,1.0,3407.035175879397,-2.244224512597295
ATLAS-EXOT-2018-48,1.0,3395.8149918449335,-2.2356833161822847
ATLAS-EXOT-2018-48,1.0,3394.472361809045,-2.2347054656145553
ATLAS-EXOT-2018-48,1.0,3381.9095477386936,-2.2264169036263386
ATLAS-EXOT-2018-48,1.0,3369.3467336683416,-2.2182568836706738
ATLAS-EXOT-2018-48,1.0,3363.640581752501,-2.2142543367157757
ATLAS-EXOT-2018-48,1.0,3356.78391959799,-2.209735355459884
ATLAS-EXOT-2018-48,1.0,3344.2211055276384,-2.201440014297194
ATLAS-EXOT-2018-48,1.0,3331.6582914572864,-2.1931329567584625
ATLAS-EXOT-2018-48,1.0,3331.2110470465423,-2.192825357249267
ATLAS-EXOT-2018-48,1.0,3319.0954773869344,-2.1847770676298466
ATLAS-EXOT-2018-48,1.0,3306.5326633165837,-2.1764316766235767
ATLAS-EXOT-2018-48,1.0,3296.270301273854,-2.1713963777827585
ATLAS-EXOT-2018-48,1.0,3293.969849246231,-2.1702676451011578
ATLAS-EXOT-2018-48,1.0,3281.407035175879,-2.166466753019578
