

# Contour value=5.00 
mPsiT_GeV,deltaM_GeV
1.3234e+03,1.7844e+02
1.3236e+03,1.7699e+02
1.3238e+03,1.7550e+02
1.3243e+03,1.7256e+02
1.3247e+03,1.6962e+02
1.3251e+03,1.6668e+02
1.3283e+03,1.6374e+02
1.3302e+03,1.6351e+02
1.3317e+03,1.6374e+02
1.3367e+03,1.6449e+02
1.3432e+03,1.6548e+02
1.3497e+03,1.6646e+02
1.3512e+03,1.6668e+02
1.3563e+03,1.6745e+02
1.3628e+03,1.6843e+02
1.3693e+03,1.6942e+02
1.3707e+03,1.6962e+02
1.3759e+03,1.7040e+02
1.3824e+03,1.7139e+02
1.3889e+03,1.7237e+02
1.3902e+03,1.7256e+02
1.3955e+03,1.7336e+02
1.4020e+03,1.7434e+02
1.4085e+03,1.7532e+02
1.4097e+03,1.7550e+02
1.4151e+03,1.7631e+02
1.4216e+03,1.7729e+02
1.4281e+03,1.7828e+02
1.4292e+03,1.7844e+02
1.4347e+03,1.7926e+02
1.4412e+03,1.8027e+02
1.4477e+03,1.8134e+02
1.4480e+03,1.8138e+02
1.4543e+03,1.8242e+02
1.4608e+03,1.8350e+02
1.4658e+03,1.8432e+02
1.4673e+03,1.8458e+02
1.4739e+03,1.8566e+02
1.4804e+03,1.8674e+02
1.4836e+03,1.8726e+02
1.4869e+03,1.8782e+02
1.4935e+03,1.8890e+02
1.5000e+03,1.8997e+02
1.5000e+03,1.0615e+02
1.4935e+03,1.0725e+02
1.4897e+03,1.0789e+02
1.4869e+03,1.0835e+02
1.4804e+03,1.0949e+02
1.4739e+03,1.1064e+02
1.4728e+03,1.1083e+02
1.4673e+03,1.1182e+02
1.4608e+03,1.1300e+02
1.4565e+03,1.1377e+02
1.4543e+03,1.1417e+02
1.4477e+03,1.1535e+02
1.4412e+03,1.1653e+02
1.4402e+03,1.1671e+02
1.4347e+03,1.1770e+02
1.4281e+03,1.1888e+02
1.4239e+03,1.1965e+02
1.4216e+03,1.2005e+02
1.4151e+03,1.2123e+02
1.4085e+03,1.2241e+02
1.4075e+03,1.2259e+02
1.4020e+03,1.2358e+02
1.3968e+03,1.2259e+02
1.3955e+03,1.2233e+02
1.3889e+03,1.2000e+02
1.3880e+03,1.1965e+02
1.3824e+03,1.1766e+02
1.3797e+03,1.1671e+02
1.3759e+03,1.1533e+02
1.3715e+03,1.1377e+02
1.3693e+03,1.1299e+02
1.3633e+03,1.1083e+02
1.3628e+03,1.1066e+02
1.3563e+03,1.0833e+02
1.3551e+03,1.0789e+02
1.3497e+03,1.0599e+02
1.3468e+03,1.0495e+02
1.3432e+03,1.0366e+02
1.3386e+03,1.0201e+02
1.3367e+03,9.9316e+01
1.3365e+03,9.9070e+01
1.3367e+03,9.9024e+01
1.3432e+03,9.7302e+01
1.3477e+03,9.6131e+01
1.3497e+03,9.5580e+01
1.3563e+03,9.3858e+01
1.3588e+03,9.3191e+01
1.3628e+03,9.2136e+01
1.3693e+03,9.0414e+01
1.3700e+03,9.0251e+01
1.3759e+03,8.8692e+01
1.3811e+03,8.7312e+01
1.3824e+03,8.6969e+01
1.3889e+03,8.5247e+01
1.3923e+03,8.4372e+01
1.3955e+03,8.3525e+01
1.4020e+03,8.2600e+01
1.4085e+03,8.3468e+01
1.4151e+03,8.4336e+01
1.4153e+03,8.4372e+01
1.4216e+03,8.5204e+01
1.4281e+03,8.6071e+01
1.4347e+03,8.6939e+01
1.4375e+03,8.7312e+01
1.4412e+03,8.7807e+01
1.4477e+03,8.8675e+01
1.4543e+03,8.9543e+01
1.4596e+03,9.0251e+01
1.4608e+03,9.0411e+01
1.4673e+03,9.1278e+01
1.4739e+03,9.2146e+01
1.4804e+03,9.2715e+01
1.4840e+03,9.0251e+01
1.4844e+03,8.7312e+01
1.4848e+03,8.4372e+01
1.4852e+03,8.1432e+01
1.4855e+03,7.8492e+01
1.4859e+03,7.5553e+01
1.4863e+03,7.2613e+01
1.4867e+03,6.9673e+01
1.4869e+03,6.7657e+01
1.4871e+03,6.6734e+01
1.4874e+03,6.3794e+01
1.4878e+03,6.0854e+01
1.4879e+03,5.7915e+01
1.4878e+03,5.4975e+01
1.4878e+03,5.2035e+01
1.4877e+03,4.9095e+01
1.4877e+03,4.6156e+01
1.4876e+03,4.3216e+01
1.4876e+03,4.0276e+01
1.4875e+03,3.7337e+01
1.4875e+03,3.4397e+01
1.4878e+03,3.1457e+01
1.4879e+03,2.8518e+01
1.4878e+03,2.5578e+01
1.4876e+03,2.2638e+01
1.4875e+03,1.9698e+01
1.4873e+03,1.6759e+01
1.4872e+03,1.3819e+01
1.4872e+03,1.0879e+01
1.4935e+03,1.0513e+01
1.5000e+03,1.0252e+01
1.5000e+03,2.6166e+02
1.4972e+03,2.6369e+02
1.4935e+03,2.6644e+02
1.4932e+03,2.6663e+02
1.4892e+03,2.6957e+02
1.4869e+03,2.7122e+02
1.4852e+03,2.7251e+02
1.4812e+03,2.7545e+02
1.4804e+03,2.7600e+02
1.4771e+03,2.7839e+02
1.4739e+03,2.8078e+02
1.4731e+03,2.8133e+02
1.4691e+03,2.8427e+02
1.4673e+03,2.8556e+02
1.4651e+03,2.8721e+02
1.4611e+03,2.9015e+02
1.4608e+03,2.9034e+02
1.4570e+03,2.9309e+02
1.4543e+03,2.9512e+02
1.4530e+03,2.9603e+02
1.4490e+03,2.9897e+02
1.4477e+03,3.0185e+02
1.4477e+03,3.0191e+02
1.4477e+03,3.0234e+02
1.4479e+03,3.0485e+02
1.4481e+03,3.0779e+02
1.4483e+03,3.1073e+02
1.4484e+03,3.1367e+02
1.4486e+03,3.1661e+02
1.4488e+03,3.1955e+02
1.4490e+03,3.2249e+02
1.4477e+03,3.2417e+02
1.4439e+03,3.2543e+02
1.4412e+03,3.2587e+02
1.4347e+03,3.2696e+02
1.4281e+03,3.2805e+02
1.4262e+03,3.2837e+02
1.4216e+03,3.2913e+02
1.4151e+03,3.3022e+02
1.4086e+03,3.3131e+02
1.4085e+03,3.3131e+02
1.4020e+03,3.3240e+02
1.3955e+03,3.3347e+02
1.3908e+03,3.3425e+02
1.3889e+03,3.3455e+02
1.3824e+03,3.3562e+02
1.3759e+03,3.3669e+02
1.3729e+03,3.3719e+02
1.3693e+03,3.3776e+02
1.3628e+03,3.3884e+02
1.3563e+03,3.3991e+02
1.3550e+03,3.4013e+02
1.3497e+03,3.4098e+02
1.3432e+03,3.4205e+02
1.3371e+03,3.4307e+02
1.3367e+03,3.4313e+02
1.3302e+03,3.4420e+02
1.3236e+03,3.4527e+02
1.3192e+03,3.4601e+02
1.3171e+03,3.4634e+02
1.3106e+03,3.4742e+02
1.3040e+03,3.4740e+02
1.3017e+03,3.4894e+02
1.3040e+03,3.5046e+02
1.3066e+03,3.5188e+02
1.3106e+03,3.5251e+02
1.3171e+03,3.5356e+02
1.3236e+03,3.5460e+02
1.3250e+03,3.5482e+02
1.3302e+03,3.5564e+02
1.3367e+03,3.5669e+02
1.3432e+03,3.5773e+02
1.3434e+03,3.5776e+02
1.3497e+03,3.5877e+02
1.3563e+03,3.5982e+02
1.3618e+03,3.6070e+02
1.3628e+03,3.6086e+02
1.3693e+03,3.6190e+02
1.3738e+03,3.6364e+02
1.3748e+03,3.6658e+02
1.3749e+03,3.6952e+02
1.3751e+03,3.7246e+02
1.3753e+03,3.7540e+02
1.3755e+03,3.7834e+02
1.3756e+03,3.8128e+02
1.3758e+03,3.8422e+02
1.3759e+03,3.8537e+02
1.3760e+03,3.8716e+02
1.3762e+03,3.9010e+02
1.3763e+03,3.9304e+02
1.3765e+03,3.9598e+02
1.3767e+03,3.9892e+02
1.3769e+03,4.0186e+02
1.3771e+03,4.0480e+02
1.3772e+03,4.0774e+02
1.3774e+03,4.1068e+02
1.3776e+03,4.1362e+02
1.3778e+03,4.1656e+02
1.3780e+03,4.1950e+02
1.3782e+03,4.2244e+02
1.3784e+03,4.2538e+02
1.3786e+03,4.2832e+02
1.3788e+03,4.3126e+02
1.3790e+03,4.3420e+02
1.3791e+03,4.3714e+02
1.3764e+03,4.4008e+02
1.3759e+03,4.4024e+02
1.3693e+03,4.4138e+02
1.3628e+03,4.4251e+02
1.3599e+03,4.4302e+02
1.3563e+03,4.4364e+02
1.3497e+03,4.4478e+02
1.3432e+03,4.4591e+02
1.3430e+03,4.4595e+02
1.3367e+03,4.4704e+02
1.3302e+03,4.4818e+02
1.3260e+03,4.4889e+02
1.3236e+03,4.5009e+02
1.3201e+03,4.5183e+02
1.3208e+03,4.5477e+02
1.3216e+03,4.5771e+02
1.3223e+03,4.6065e+02
1.3230e+03,4.6359e+02
1.3236e+03,4.6642e+02
1.3236e+03,4.6653e+02
1.3243e+03,4.6947e+02
1.3250e+03,4.7241e+02
1.3257e+03,4.7535e+02
1.3263e+03,4.7829e+02
1.3270e+03,4.8123e+02
1.3277e+03,4.8417e+02
1.3284e+03,4.8711e+02
1.3290e+03,4.9005e+02
1.3297e+03,4.9299e+02
1.3302e+03,4.9487e+02
1.3304e+03,4.9593e+02
1.3311e+03,4.9887e+02
1.3312e+03,5.0181e+02
1.3311e+03,5.0475e+02
1.3310e+03,5.0769e+02
1.3310e+03,5.1063e+02
1.3311e+03,5.1357e+02
1.3312e+03,5.1606e+02
1.5000e+03,4.6999e+02
1.4935e+03,4.7115e+02
1.4869e+03,4.7230e+02
1.4863e+03,4.7241e+02
1.4804e+03,4.7346e+02
1.4739e+03,4.7462e+02
1.4698e+03,4.7535e+02
1.4673e+03,4.7578e+02
1.4608e+03,4.7694e+02
1.4543e+03,4.7810e+02
1.4532e+03,4.7829e+02
1.4477e+03,4.7926e+02
1.4412e+03,4.7989e+02
1.4384e+03,4.7829e+02
1.4388e+03,4.7535e+02
1.4392e+03,4.7241e+02
1.4395e+03,4.6947e+02
1.4399e+03,4.6653e+02
1.4403e+03,4.6359e+02
1.4407e+03,4.6065e+02
1.4411e+03,4.5771e+02
1.4412e+03,4.5659e+02
1.4414e+03,4.5477e+02
1.4418e+03,4.5183e+02
1.4421e+03,4.4889e+02
1.4423e+03,4.4595e+02
1.4425e+03,4.4302e+02
1.4428e+03,4.4008e+02
1.4430e+03,4.3714e+02
1.4432e+03,4.3420e+02
1.4434e+03,4.3126e+02
1.4436e+03,4.2832e+02
1.4440e+03,4.2538e+02
1.4443e+03,4.2244e+02
1.4447e+03,4.1950e+02
1.4451e+03,4.1656e+02
1.4455e+03,4.1362e+02
1.4459e+03,4.1068e+02
1.4463e+03,4.0774e+02
1.4466e+03,4.0480e+02
1.4470e+03,4.0186e+02
1.4474e+03,3.9892e+02
1.4477e+03,3.9614e+02
1.4478e+03,3.9598e+02
1.4481e+03,3.9304e+02
1.4485e+03,3.9010e+02
1.4488e+03,3.8716e+02
1.4492e+03,3.8422e+02
1.4495e+03,3.8128e+02
1.4499e+03,3.7834e+02
1.4543e+03,3.7604e+02
1.4608e+03,3.7686e+02
1.4673e+03,3.7792e+02
1.4699e+03,3.7834e+02
1.4739e+03,3.7899e+02
1.4804e+03,3.8006e+02
1.4869e+03,3.8112e+02
1.4879e+03,3.8128e+02
1.4935e+03,3.8219e+02
1.5000e+03,3.8326e+02
1.2183e+03,2.5578e+01
1.2191e+03,2.5921e+01
1.2256e+03,2.6067e+01
1.2292e+03,2.5578e+01
1.2256e+03,2.4576e+01
1.2191e+03,2.5363e+01
1.2183e+03,2.5578e+01
1.2969e+03,2.9897e+02
1.2955e+03,3.0191e+02
1.2957e+03,3.0485e+02
1.2959e+03,3.0779e+02
1.2961e+03,3.1073e+02
1.2963e+03,3.1367e+02
1.2965e+03,3.1661e+02
1.2967e+03,3.1955e+02
1.2969e+03,3.2249e+02
1.2971e+03,3.2543e+02
1.2973e+03,3.2837e+02
1.2975e+03,3.3126e+02
1.2975e+03,3.3131e+02
1.3008e+03,3.3425e+02
1.3040e+03,3.3713e+02
1.3044e+03,3.3425e+02
1.3048e+03,3.3131e+02
1.3051e+03,3.2837e+02
1.3055e+03,3.2543e+02
1.3059e+03,3.2249e+02
1.3063e+03,3.1955e+02
1.3067e+03,3.1661e+02
1.3070e+03,3.1367e+02
1.3074e+03,3.1073e+02
1.3078e+03,3.0779e+02
1.3082e+03,3.0485e+02
1.3085e+03,3.0191e+02
1.3059e+03,2.9897e+02
1.3040e+03,2.9832e+02
1.2975e+03,2.9859e+02
1.2969e+03,2.9897e+02
